song,artist
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
Without Me,Halsey
Please Me,Cardi B & Bruno Mars
Happier,Marshmello & Bastille
Middle Child,J_ Cole
Thotiana,Blueface
Sucker,Jonas Brothers
Shallow,Lady Gaga & Bradley Cooper
Eastside,"benny blanco, Halsey & Khalid"
Going Bad,Meek Mill Featuring Drake
High Hopes,Panic! At The Disco
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
Better,Khalid
Dancing With A Stranger,Sam Smith & Normani
Sicko Mode,Travis Scott
Murder On My Mind,YNW Melly
Sweet But Psycho,Ava Max
"Thank U, Next",Ariana Grande
A Lot,21 Savage
Girls Like You,Maroon 5 Featuring Cardi B
Be Alright,Dean Lewis
Beautiful Crazy,Luke Combs
Drip Too Hard,Lil Baby & Gunna
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
Money,Cardi B
Better Now,Post Malone
You Say,Lauren Daigle
Pure Water,Mustard & Migos
Youngblood,5 Seconds Of Summer
Baby Shark,Pinkfong
MIA,Bad Bunny Featuring Drake
Look Back At It,A Boogie Wit da Hoodie
Envy Me,Calboy
Robbery,Juice WRLD
ZEZE,Kodak Black Featuring Travis Scott & Offset
Tequila,Dan + Shay
Talk,Khalid
Bury A Friend,Billie Eilish
Mixed Personalities,YNW Melly Featuring Kanye West
Act Up,City Girls
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
I Like It,"Cardi B, Bad Bunny & J Balvin"
Put A Date On It,Yo Gotti Featuring Lil Baby
Lucid Dreams,Juice WRLD
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
Twerk,City Girls Featuring Cardi B
Here Tonight,Brett Young
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
Here With Me,Marshmello Featuring CHVRCHES
Eyes On You,Chase Rice
Worth It,YK Osiris
Bad Liar,Imagine Dragons
Close Friends,Lil Baby
Girls Need Love,Summer Walker X Drake
Good As You,Kane Brown
Miss Me More,Kelsea Ballerini
Undrunk,FLETCHER
Shot Clock,Ella Mai
Walk Me Home,P!nk
Millionaire,Chris Stapleton
Down To The Honkytonk,Jake Owen
Whiskey Glasses,Morgan Wallen
One That Got Away,Michael Ray
This Is It,Scotty McCreery
Look What God Gave Her,Thomas Rhett
Pure Cocaine,Lil Baby
There Was This Girl,Riley Green
Price On My Head,NAV Featuring The Weeknd
Saturday Nights,Khalid & Kane Brown
Make It Sweet,Old Dominion
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy
Girl Like You,Jason Aldean
GIRL,Maren Morris
Confessions Of A Dangerous Mind,Logic
Take It From Me,Jordan Davis
Splashin,Rich The Kid
Night Shift,Jon Pardi
I,Lil Skies
Rumor,Lee Brice
Wish You Were Gay,Billie Eilish
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin"
Hear Me Calling,Juice WRLD
Faucet Failure,Ski Mask The Slump God
Talk You Out Of It,Florida Georgia Line
Tap,NAV Featuring Meek Mill
Calma,Pedro Capo X Farruko
Undecided,Chris Brown
On My Way To You,Cody Johnson
Secreto,Anuel AA & Karol G
Calling My Spirit,Kodak Black
Pop Out,Polo G Featuring Lil Tjay
Lovely,Billie Eilish & Khalid
Don't Call Me Up,Mabel
Last Hurrah,Bebe Rexha
Empty,Juice WRLD
Love Wins,Carrie Underwood
7 Rings,Ariana Grande
Without Me,Halsey
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
Wow_,Post Malone
Please Me,Cardi B & Bruno Mars
Happier,Marshmello & Bastille
Shallow,Lady Gaga & Bradley Cooper
Sucker,Jonas Brothers
Middle Child,J_ Cole
Going Bad,Meek Mill Featuring Drake
Thotiana,Blueface
Eastside,"benny blanco, Halsey & Khalid"
Sicko Mode,Travis Scott
High Hopes,Panic! At The Disco
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
Murder On My Mind,YNW Melly
Dancing With A Stranger,Sam Smith & Normani
Better,Khalid
"Thank U, Next",Ariana Grande
Sweet But Psycho,Ava Max
A Lot,21 Savage
Girls Like You,Maroon 5 Featuring Cardi B
Be Alright,Dean Lewis
Drip Too Hard,Lil Baby & Gunna
Beautiful Crazy,Luke Combs
Money,Cardi B
Better Now,Post Malone
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
You Say,Lauren Daigle
MIA,Bad Bunny Featuring Drake
ZEZE,Kodak Black Featuring Travis Scott & Offset
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
Youngblood,5 Seconds Of Summer
Pure Water,Mustard & Migos
Robbery,Juice WRLD
Look Back At It,A Boogie Wit da Hoodie
Baby Shark,Pinkfong
Tequila,Dan + Shay
Envy Me,Calboy
Lucid Dreams,Juice WRLD
Talk,Khalid
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
Mixed Personalities,YNW Melly Featuring Kanye West
I Like It,"Cardi B, Bad Bunny & J Balvin"
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
Bury A Friend,Billie Eilish
Millionaire,Chris Stapleton
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
Put A Date On It,Yo Gotti Featuring Lil Baby
Act Up,City Girls
Twerk,City Girls Featuring Cardi B
Girls Need Love,Summer Walker X Drake
Here Tonight,Brett Young
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
Numb Numb Juice,ScHoolboy Q
Worth It,YK Osiris
Pure Cocaine,Lil Baby
Close Friends,Lil Baby
Bad Liar,Imagine Dragons
Hear Me Calling,Juice WRLD
Eyes On You,Chase Rice
Sally Walker,Iggy Azalea
Take It From Me,Jordan Davis
This Is It,Scotty McCreery
Shot Clock,Ella Mai
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin"
Empty,Juice WRLD
Undrunk,FLETCHER
Good As You,Kane Brown
Saturday Nights,Khalid & Kane Brown
I,Lil Skies
There Was This Girl,Riley Green
Undecided,Chris Brown
Girl Like You,Jason Aldean
Whiskey Glasses,Morgan Wallen
Make It Sweet,Old Dominion
Miss Me More,Kelsea Ballerini
One That Got Away,Michael Ray
Here With Me,Marshmello Featuring CHVRCHES
Look What God Gave Her,Thomas Rhett
Down To The Honkytonk,Jake Owen
GIRL,Maren Morris
Ella Quiere Beber,Anuel AA & Romeo Santos
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy
Night Shift,Jon Pardi
Fast,Juice WRLD
Wish You Were Gay,Billie Eilish
Rumor,Lee Brice
Walk Me Home,P!nk
Faucet Failure,Ski Mask The Slump God
Calma,Pedro Capo X Farruko
Calling My Spirit,Kodak Black
Talk You Out Of It,Florida Georgia Line
Secreto,Anuel AA & Karol G
On My Way To You,Cody Johnson
Slow Dancing In The Dark,Joji
Let Me Down Slowly,Alec Benjamin + Alessia Cara
Lovely,Billie Eilish & Khalid
My Bad,Khalid
Love Wins,Carrie Underwood
7 Rings,Ariana Grande
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
Without Me,Halsey
Please Me,Cardi B & Bruno Mars
Wow_,Post Malone
Sucker,Jonas Brothers
Happier,Marshmello & Bastille
Middle Child,J_ Cole
Shallow,Lady Gaga & Bradley Cooper
Sicko Mode,Travis Scott
Thotiana,Blueface
High Hopes,Panic! At The Disco
Eastside,"benny blanco, Halsey & Khalid"
Going Bad,Meek Mill Featuring Drake
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
"Thank U, Next",Ariana Grande
Murder On My Mind,YNW Melly
Dancing With A Stranger,Sam Smith & Normani
Better,Khalid
Girls Like You,Maroon 5 Featuring Cardi B
A Lot,21 Savage
Sweet But Psycho,Ava Max
Money,Cardi B
Drip Too Hard,Lil Baby & Gunna
Be Alright,Dean Lewis
Beautiful Crazy,Luke Combs
Robbery,Juice WRLD
MIA,Bad Bunny Featuring Drake
ZEZE,Kodak Black Featuring Travis Scott & Offset
Better Now,Post Malone
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
You Say,Lauren Daigle
Youngblood,5 Seconds Of Summer
Tequila,Dan + Shay
Baby Shark,Pinkfong
Look Back At It,A Boogie Wit da Hoodie
Lucid Dreams,Juice WRLD
Hear Me Calling,Juice WRLD
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
Pure Water,Mustard & Migos
Empty,Juice WRLD
Talk,Khalid
Envy Me,Calboy
I Like It,"Cardi B, Bad Bunny & J Balvin"
Bury A Friend,Billie Eilish
Mixed Personalities,YNW Melly Featuring Kanye West
Fast,Juice WRLD
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
Twerk,City Girls Featuring Cardi B
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
Girls Need Love,Summer Walker X Drake
Millionaire,Chris Stapleton
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
This Is It,Scotty McCreery
Put A Date On It,Yo Gotti Featuring Lil Baby
I,Lil Skies
Take It From Me,Jordan Davis
Wish You Were Gay,Billie Eilish
Here Tonight,Brett Young
GIRL,Maren Morris
Worth It,YK Osiris
Act Up,City Girls
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
Maze,Juice WRLD
Close Friends,Lil Baby
Undecided,Chris Brown
Girl Like You,Jason Aldean
Eyes On You,Chase Rice
Bad Liar,Imagine Dragons
Shot Clock,Ella Mai
Pure Cocaine,Lil Baby
Good As You,Kane Brown
There Was This Girl,Riley Green
Here With Me,Marshmello Featuring CHVRCHES
Down To The Honkytonk,Jake Owen
My Bad,Khalid
Saturday Nights,Khalid & Kane Brown
Make It Sweet,Old Dominion
Whiskey Glasses,Morgan Wallen
Ella Quiere Beber,Anuel AA & Romeo Santos
Look What God Gave Her,Thomas Rhett
Miss Me More,Kelsea Ballerini
One That Got Away,Michael Ray
Undrunk,FLETCHER
Night Shift,Jon Pardi
Calling My Spirit,Kodak Black
Rumor,Lee Brice
Secreto,Anuel AA & Karol G
What Makes You Country,Luke Bryan
Flaws And Sins,Juice WRLD
Calma,Pedro Capo X Farruko
Lovely,Billie Eilish & Khalid
When The Party's Over,Billie Eilish
Nights Like This,Kehlani Featuring Ty Dolla $ign
I've Been Waiting,Lil Peep & iLoveMakonnen Featuring Fall Out Boy
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin"
Talk You Out Of It,Florida Georgia Line
Faucet Failure,Ski Mask The Slump God
Always Remember Us This Way,Lady Gaga
Sucker,Jonas Brothers
7 Rings,Ariana Grande
Please Me,Cardi B & Bruno Mars
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
Without Me,Halsey
Shallow,Lady Gaga & Bradley Cooper
Wow_,Post Malone
Happier,Marshmello & Bastille
Middle Child,J_ Cole
Sicko Mode,Travis Scott
"Thank U, Next",Ariana Grande
High Hopes,Panic! At The Disco
Thotiana,Blueface
Eastside,"benny blanco, Halsey & Khalid"
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
Going Bad,Meek Mill Featuring Drake
Murder On My Mind,YNW Melly
A Lot,21 Savage
Girls Like You,Maroon 5 Featuring Cardi B
Dancing With A Stranger,Sam Smith & Normani
Better,Khalid
Drip Too Hard,Lil Baby & Gunna
Money,Cardi B
Sweet But Psycho,Ava Max
Beautiful Crazy,Luke Combs
Be Alright,Dean Lewis
MIA,Bad Bunny Featuring Drake
ZEZE,Kodak Black Featuring Travis Scott & Offset
Better Now,Post Malone
Youngblood,5 Seconds Of Summer
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
You Say,Lauren Daigle
Tequila,Dan + Shay
Robbery,Juice WRLD
Look Back At It,A Boogie Wit da Hoodie
Lucid Dreams,Juice WRLD
Girls Need Love,Summer Walker X Drake
Baby Shark,Pinkfong
I,Lil Skies
Envy Me,Calboy
I Like It,"Cardi B, Bad Bunny & J Balvin"
Bury A Friend,Billie Eilish
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
Leave Me Alone,Flipp Dinero
Twerk,City Girls Featuring Cardi B
Mo Bamba,Sheck Wes
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
Talk,Khalid
Mixed Personalities,YNW Melly Featuring Kanye West
Pure Water,Mustard & Migos
Look What God Gave Her,Thomas Rhett
This Is It,Scotty McCreery
Take It From Me,Jordan Davis
Millionaire,Chris Stapleton
Hear Me Calling,Juice WRLD
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
Undecided,Chris Brown
Close Friends,Lil Baby
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
Girl Like You,Jason Aldean
Here Tonight,Brett Young
Burn Out,Midland
Always Remember Us This Way,Lady Gaga
Worth It,YK Osiris
What Makes You Country,Luke Bryan
Ella Quiere Beber,Anuel AA & Romeo Santos
Shot Clock,Ella Mai
Down To The Honkytonk,Jake Owen
Eyes On You,Chase Rice
There Was This Girl,Riley Green
Bad Liar,Imagine Dragons
Red Room,Offset
Wish You Were Gay,Billie Eilish
Whip,2 Chainz Featuring Travis Scott
Make It Sweet,Old Dominion
Act Up,City Girls
Good As You,Kane Brown
Nights Like This,Kehlani Featuring Ty Dolla $ign
Calling My Spirit,Kodak Black
Miss Me More,Kelsea Ballerini
Armed And Dangerous,Juice WRLD
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus
Secreto,Anuel AA & Karol G
Whiskey Glasses,Morgan Wallen
Night Shift,Jon Pardi
Faucet Failure,Ski Mask The Slump God
Walk Me Home,P!nk
One That Got Away,Michael Ray
Put A Date On It,Yo Gotti Featuring Lil Baby
Lovely,Billie Eilish & Khalid
Needy,Ariana Grande
I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin"
Rule The World,2 Chainz Featuring Ariana Grande
When The Party's Over,Billie Eilish
Love Someone,Lukas Graham
Talk You Out Of It,Florida Georgia Line
Love Wins,Carrie Underwood
On My Way To You,Cody Johnson
Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar
Shallow,Lady Gaga & Bradley Cooper
7 Rings,Ariana Grande
Without Me,Halsey
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
Middle Child,J_ Cole
Happier,Marshmello & Bastille
"Thank U, Next",Ariana Grande
Wow_,Post Malone
Thotiana,Blueface
Sicko Mode,Travis Scott
High Hopes,Panic! At The Disco
Eastside,"benny blanco, Halsey & Khalid"
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
Please Me,Cardi B & Bruno Mars
Murder On My Mind,YNW Melly
Going Bad,Meek Mill Featuring Drake
Girls Like You,Maroon 5 Featuring Cardi B
A Lot,21 Savage
Drip Too Hard,Lil Baby & Gunna
Money,Cardi B
Better,Khalid
Dancing With A Stranger,Sam Smith & Normani
Beautiful Crazy,Luke Combs
Sweet But Psycho,Ava Max
ZEZE,Kodak Black Featuring Travis Scott & Offset
MIA,Bad Bunny Featuring Drake
Better Now,Post Malone
Robbery,Juice WRLD
Be Alright,Dean Lewis
You Say,Lauren Daigle
Youngblood,5 Seconds Of Summer
Tequila,Dan + Shay
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
Baby Shark,Pinkfong
Look Back At It,A Boogie Wit da Hoodie
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
Leave Me Alone,Flipp Dinero
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
I Like It,"Cardi B, Bad Bunny & J Balvin"
Lucid Dreams,Juice WRLD
Bury A Friend,Billie Eilish
Envy Me,Calboy
Mo Bamba,Sheck Wes
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
Twerk,City Girls Featuring Cardi B
Take It From Me,Jordan Davis
Always Remember Us This Way,Lady Gaga
Backin' It Up,Pardison Fontaine Featuring Cardi B
Legacy,Offset Featuring Travis Scott & 21 Savage
Red Room,Offset
This Is It,Scotty McCreery
Pure Water,Mustard & Migos
Close Friends,Lil Baby
Walk Me Home,P!nk
Talk,Khalid
Mixed Personalities,YNW Melly Featuring Kanye West
Millionaire,Chris Stapleton
Girl Like You,Jason Aldean
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
Needy,Ariana Grande
What Makes You Country,Luke Bryan
I'll Never Love Again,Lady Gaga
Undecided,Chris Brown
Clout,Offset Featuring Cardi B
How Did I Get Here,Offset Featuring  J_ Cole
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
Nights Like This,Kehlani Featuring Ty Dolla $ign
NASA,Ariana Grande
Burn Out,Midland
Outstanding,Gunna
Here Tonight,Brett Young
Be Like Me,Lil Pump Featuring Lil Wayne
Worth It,YK Osiris
3 Headed Snake,Gunna Featuring Young Thug
Wit It,Gunna
Ella Quiere Beber,Anuel AA & Romeo Santos
This Feeling,The Chainsmokers Featuring Kelsea Ballerini
One Call,Gunna
Armed And Dangerous,Juice WRLD
Down To The Honkytonk,Jake Owen
Shot Clock,Ella Mai
Miss Me More,Kelsea Ballerini
Calling My Spirit,Kodak Black
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus
Imagine,Ariana Grande
Lick,Offset
Girls Need Love,Summer Walker X Drake
Eyes On You,Chase Rice
Love Someone,Lukas Graham
Bad Idea,Ariana Grande
Speed It Up,Gunna
Secreto,Anuel AA & Karol G
Bloodline,Ariana Grande
I Guess I Just Feel Like,John Mayer
Good As You,Kane Brown
Put A Date On It,Yo Gotti Featuring Lil Baby
Same Yung N___a,Gunna Featuring Playboi Carti
Talk You Out Of It,Florida Georgia Line
Make It Sweet,Old Dominion
Faucet Failure,Ski Mask The Slump God
7 Rings,Ariana Grande
Without Me,Halsey
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
"Thank U, Next",Ariana Grande
Please Me,Cardi B & Bruno Mars
Happier,Marshmello & Bastille
Sicko Mode,Travis Scott
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
High Hopes,Panic! At The Disco
Wow_,Post Malone
Middle Child,J_ Cole
Eastside,"benny blanco, Halsey & Khalid"
Thotiana,Blueface
Murder On My Mind,YNW Melly
Going Bad,Meek Mill Featuring Drake
Money,Cardi B
A Lot,21 Savage
Drip Too Hard,Lil Baby & Gunna
Girls Like You,Maroon 5 Featuring Cardi B
Better,Khalid
Shallow,Lady Gaga & Bradley Cooper
ZEZE,Kodak Black Featuring Travis Scott & Offset
Beautiful Crazy,Luke Combs
MIA,Bad Bunny Featuring Drake
Dancing With A Stranger,Sam Smith & Normani
Youngblood,5 Seconds Of Summer
Robbery,Juice WRLD
Better Now,Post Malone
Sweet But Psycho,Ava Max
Be Alright,Dean Lewis
Tequila,Dan + Shay
Bury A Friend,Billie Eilish
I Like It,"Cardi B, Bad Bunny & J Balvin"
You Say,Lauren Daigle
Leave Me Alone,Flipp Dinero
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
Baby Shark,Pinkfong
Look Back At It,A Boogie Wit da Hoodie
Mo Bamba,Sheck Wes
Lucid Dreams,Juice WRLD
Envy Me,Calboy
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
This Is It,Scotty McCreery
NASA,Ariana Grande
Backin' It Up,Pardison Fontaine Featuring Cardi B
Needy,Ariana Grande
Red Room,Offset
Talk,Khalid
Girl Like You,Jason Aldean
Twerk,City Girls Featuring Cardi B
Bloodline,Ariana Grande
What Makes You Country,Luke Bryan
Bad Idea,Ariana Grande
Pure Water,Mustard & Migos
Fake Smile,Ariana Grande
Imagine,Ariana Grande
Take It From Me,Jordan Davis
Mixed Personalities,YNW Melly Featuring Kanye West
Lost In The Fire,Gesaffelstein & The Weeknd
Ghostin,Ariana Grande
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus
This Feeling,The Chainsmokers Featuring Kelsea Ballerini
Undecided,Chris Brown
Millionaire,Chris Stapleton
Here Tonight,Brett Young
Calling My Spirit,Kodak Black
Sixteen,Thomas Rhett
Love Someone,Lukas Graham
Armed And Dangerous,Juice WRLD
Nights Like This,Kehlani Featuring Ty Dolla $ign
Close Friends,Lil Baby
In My Head,Ariana Grande
Put A Date On It,Yo Gotti Featuring Lil Baby
Pure Cocaine,Lil Baby
Down To The Honkytonk,Jake Owen
Ella Quiere Beber,Anuel AA & Romeo Santos
Lovely,Billie Eilish & Khalid
Talk You Out Of It,Florida Georgia Line
Miss Me More,Kelsea Ballerini
Body,Loud Luxury Featuring Brando
Burn Out,Midland
Eyes On You,Chase Rice
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
365,Zedd & Katy Perry
Worth It,YK Osiris
When The Party's Over,Billie Eilish
Yosemite,Travis Scott
Shot Clock,Ella Mai
There Was This Girl,Riley Green
Con Calma,Daddy Yankee & Katy Perry Featuring Snow
On My Way To You,Cody Johnson
Let Me Down Slowly,Alec Benjamin + Alessia Cara
Make Up,Ariana Grande
Make It Sweet,Old Dominion
Good Girl,Dustin Lynch
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee
Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga
One That Got Away,Michael Ray
7 Rings,Ariana Grande
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande
"Thank U, Next",Ariana Grande
Without Me,Halsey
Sunflower (Spider-Man_ Into The Spider-Verse),Post Malone & Swae Lee
Happier,Marshmello & Bastille
Sicko Mode,Travis Scott
High Hopes,Panic! At The Disco
Wow_,Post Malone
Eastside,"benny blanco, Halsey & Khalid"
Middle Child,J_ Cole
Girls Like You,Maroon 5 Featuring Cardi B
Going Bad,Meek Mill Featuring Drake
Needy,Ariana Grande
A Lot,21 Savage
Drip Too Hard,Lil Baby & Gunna
NASA,Ariana Grande
Shallow,Lady Gaga & Bradley Cooper
Money,Cardi B
Thotiana,Blueface
Imagine,Ariana Grande
Bloodline,Ariana Grande
Better,Khalid
ZEZE,Kodak Black Featuring Travis Scott & Offset
Ghostin,Ariana Grande
Fake Smile,Ariana Grande
Bad Idea,Ariana Grande
MIA,Bad Bunny Featuring Drake
Better Now,Post Malone
Dancing With A Stranger,Sam Smith & Normani
Tequila,Dan + Shay
Bury A Friend,Billie Eilish
Leave Me Alone,Flipp Dinero
Youngblood,5 Seconds Of Summer
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black
Beautiful Crazy,Luke Combs
Sweet But Psycho,Ava Max
In My Head,Ariana Grande
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
You Say,Lauren Daigle
Mo Bamba,Sheck Wes
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee
Lucid Dreams,Juice WRLD
Talk,Khalid
I Like It,"Cardi B, Bad Bunny & J Balvin"
Be Alright,Dean Lewis
Look Back At It,A Boogie Wit da Hoodie
Make Up,Ariana Grande
Baby Shark,Pinkfong
Envy Me,Calboy
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine
This Is It,Scotty McCreery
Backin' It Up,Pardison Fontaine Featuring Cardi B
Twerk,City Girls Featuring Cardi B
Girl Like You,Jason Aldean
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer
This Feeling,The Chainsmokers Featuring Kelsea Ballerini
Lost In The Fire,Gesaffelstein & The Weeknd
Murder On My Mind,YNW Melly
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus
Pure Water,Mustard & Migos
Take It From Me,Jordan Davis
Undecided,Chris Brown
What Makes You Country,Luke Bryan
Armed And Dangerous,Juice WRLD
Millionaire,Chris Stapleton
Pure Cocaine,Lil Baby
Close Friends,Lil Baby
Sixteen,Thomas Rhett
Love Someone,Lukas Graham
Calling My Spirit,Kodak Black
Put A Date On It,Yo Gotti Featuring Lil Baby
Uproar,Lil Wayne
Ella Quiere Beber,Anuel AA & Romeo Santos
Lovely,Billie Eilish & Khalid
Burning Man,Dierks Bentley Featuring Brothers Osborne
You,Jacquees
When The Party's Over,Billie Eilish
